Golf;Ville;Département;Région;Architecte;Par Total;Nombre de Trous;Trou N°;Par du Trou;Index (HCP);Distance Noir (m);Distance Blanc (m);Distance Jaune (m);Distance Bleu (m);Distance Rouge (m);Slope Noir H;SSS Noir H;Slope Blanc H;SSS Blanc H;Slope Jaune H;SSS Jaune H;Slope Bleu H;SSS Bleu H;Slope Rouge H;SSS Rouge H;Slope Jaune F;SSS Jaune F;Slope Bleu F;SSS Bleu F;Slope Rouge F;SSS Rouge F;Distance Totale Noir (m);Distance Totale Blanc (m);Distance Totale Jaune (m);Distance Totale Bleu (m);Distance Totale Rouge (m)
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;1;4;9;370;350;330;305;285;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;2;5;3;525;500;470;435;410;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;3;3;15;180;165;150;135;125;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;4;4;1;430;405;380;350;330;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;5;4;7;390;370;350;320;300;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;6;4;11;355;335;315;290;270;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;7;3;17;170;155;145;130;120;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;8;5;5;520;495;465;430;405;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;9;4;13;350;330;310;285;270;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;10;4;2;420;395;370;340;320;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;11;3;16;175;160;150;135;120;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;12;4;10;375;355;330;305;285;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;13;4;4;405;380;355;330;310;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;14;5;6;510;485;455;420;395;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;15;4;14;340;320;300;280;260;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;16;3;18;160;145;135;120;110;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;17;4;8;385;365;340;315;295;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
Golf de Saint-Nom-la-Bretèche - Rouge;Saint-Nom-la-Bretèche;78 - Yvelines;Île-de-France;Fred Hawtree;72;18;18;5;12;490;490;440;395;410;142;73.5;138;71.5;133;69.5;128;67.0;124;65.5;141;75.0;135;72.5;131;70.5;6250;5900;5540;5120;4820
